Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
329,,Tue Feb 05 02:38:19 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",waskilywabbitt,politics
330,,Tue Feb 05 02:38:18 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @chowdallas: No one cares who Kamel-toe Harris brings to the SOTU Address...we’re much too busy playing COUNT THE NUMBER OF CHINS!! http…,ChiefFabulous,politics
331,,Tue Feb 05 02:38:16 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Daily reminder: Kamala Harris is a cop. https://t.co/WGIi13VWtw,magicallyaddy,politics
332,,Tue Feb 05 02:38:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JustinWhang: Reminder that the wrestler Kamala's real last name is also Harris https://t.co/x7HOfGVbUQ,Jay01762060,politics
333,,Tue Feb 05 02:38:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DiamondandSilk: Take a closer look...... WOW https://t.co/mCJ9HQWxKu,KatDesert,politics
334,,Tue Feb 05 02:38:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",1hardkernel,politics
335,,Tue Feb 05 02:38:09 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @55Counties: Kamala Harris has no principles, but she certainly has convictions.",kittykatacab69,politics
336,,Tue Feb 05 02:38:08 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",WeTheStorm,politics
337,,Tue Feb 05 02:38:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",Jacquel61294440,politics
338,,Tue Feb 05 02:38:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kamala Harris. Elizabeth warren. Cory booker. 

These people had a lot to say in October. Nothing currently. Wonder what’s different",Boomgoesjoshie,politics
339,,Tue Feb 05 02:38:03 +0000 2019,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","RT @campusreform: VIDEO: Lawrence Jones talks Kamala Harris, analysis sheds light on potential gold mine https://t.co/Uduc91Kds9 via @Grace…",kylenabecker,politics
340,,Tue Feb 05 02:38:01 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HermesDiaktoros: The media’s anti-White messaging is sharpening.

Criticisms of it are being systematically blocked/removed.

They’re s…",scottgtweets,politics
341,,Tue Feb 05 02:38:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",trump_sylvia,politics
342,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",SpringsRaff,politics
343,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",klpain29,politics
344,,Tue Feb 05 02:37:57 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",cmemo3,politics
345,,Tue Feb 05 02:37:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",LoriStiles11,politics
346,,Tue Feb 05 02:37:54 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",mrsftv,politics
347,,Tue Feb 05 02:37:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",Suzanne23199742,politics
348,,Tue Feb 05 02:37:51 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Well then, I guess I endorse Kamala Harris https://t.co/r5ng56L94U",trulyleo,politics
349,,Tue Feb 05 02:37:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",margw423,politics
350,,Tue Feb 12 19:47:33 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Ted Cruz wants to pass 'El Chapo Act' to make notorious drug lord pay for border wall https://t.co/hDNM3y7HMR,SenTedCruz,politics
351,,Tue Feb 12 23:31:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo w… https://t.co/BTy2DOaBXb,adamcbest,politics
352,,Tue Feb 12 21:34:21 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Republican Sen. Ted Cruz of Texas floated the possibility Tuesday of using the seized assets of convicted drug cart… https://t.co/2NSIv9a8a6,tedcruz,politics
353,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bgo161416: @Ammojest @ABC Don’t forget Mitch McConnell, Ted Cruz, Lindsey Graham, Jim Jordan, Kevin McCarthy and other.",mgobluegirl6,politics
354,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@pebbles9010 @ajgma I think it’s a great idea for Ted Cruz and Donald Trump to take money from the cartel.  Wonder… https://t.co/FpA3udHuWP,Brooklyntexture,politics
355,,Wed Feb 13 17:35:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@just_mindy @Maggiebund3 @PlatosCave3 @dougstafford @tedcruz That’s okay, Ted Cruz is messing with crossword puzzle… https://t.co/81My9uEr8D",powersj_tx,politics
356,,Wed Feb 13 17:35:16 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @tedcruz: Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S

It’s called the…",knitogether,politics
357,,Wed Feb 13 17:35:16 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tedcruz: Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S

It’s called the…",Alxandro,politics
358,,Wed Feb 13 17:35:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I think ⁦⁦@tedcruz⁩ should first take some of that money to buy a razor and shave his beard.    https://t.co/PSldo6yrWg,JFrusci,politics
359,,Wed Feb 13 17:35:10 +0000 2019,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Ted Cruz introduced a term limit bill that would allow just two terms for Senators https://t.co/GAC0QgoPD5,goldhunter851,politics
360,,Wed Feb 13 17:35:10 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @adamcbest: So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo whose cart…,wrhorne,politics
361,,Wed Feb 13 17:35:07 +0000 2019,"[{'text': 'ELCHAPOAct', 'indices': [65, 76]}]",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",We can build the wall AND have El Chapo pay for it... @tedcruz's #ELCHAPOAct is how. Stand with Ted Cruz and add yo… https://t.co/xYl6TEWNKJ,allditchdigger,politics
362,,Wed Feb 13 17:35:05 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Sinnanizfirefey: TED CRUZ Wants CRYBABY El Chapo’s $14 Billion Used To Fund Border Wall [VIDEO] https://t.co/ruL3SXxxpr via @100percFED…,JJasdam,politics
363,,Wed Feb 13 17:35:03 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @wilsonchandler: Ted Cruz wants El Chapo to pay for the wall. Kamala Harris fronting like she smoked trees listening to Pac &amp; Snoop yrs…,PoppinEmpire,politics
364,,Wed Feb 13 17:35:01 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ted Cruz calls for El Chapo's millions to go toward the border wall - Washington Times. Great idea, ⁦@tedcruz⁩  ! https://t.co/W7e8CXfMGQ",pr0j3ctmayh3m,politics
365,,Wed Feb 13 17:34:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SenTedCruz: Ted Cruz Revives 'EL CHAPO' Bill to Pay for Border Wall https://t.co/XtzvmMVRL4 via @BreitbartTexas,RaisedbyTexans2,politics
366,,Wed Feb 13 17:34:58 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thehill: Ted Cruz calls on Senate to pass bill to make ""El Chapo"" pay for border wall https://t.co/xl7q7Jlr0n https://t.co/wHmcmKPV8x",SheliaBurk,politics
367,,Wed Feb 13 17:34:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thehill: Ted Cruz calls on Senate to pass bill to make ""El Chapo"" pay for border wall https://t.co/xl7q7Jlr0n https://t.co/wHmcmKPV8x",aleexlacoste,politics
368,,Wed Feb 13 17:34:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @realDailyWire: Sen. Ted Cruz Proposes Unique Border Wall Solution: Make EL CHAPO Pay For It https://t.co/lXDpDfbfaz,UdvTANBgkh9NQth,politics
369,,Wed Feb 13 17:34:51 +0000 2019,"[{'text': 'RBGProofOfLife', 'indices': [40, 55]}, {'text': 'SocialismKills', 'indices': [56, 71]}, {'text': 'BuildAWallAndCrimeWillFall', 'indices': [72, 99]}, {'text': 'Lexit', 'indices': [100, 106]}, {'text': 'Blexit', 'indices': [107, 114]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I like Ted Cruz more and more and more.
#RBGProofOfLife #SocialismKills #BuildAWallAndCrimeWillFall #Lexit #Blexit… https://t.co/CPHwxSWWOf",amdorgan,politics
370,,Wed Feb 13 17:34:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bjcreigh: The genius of Ted Cruz’s proposal to use El Chapo’s money to build a border wall?

El Chapo evaded authorities and escaped fr…",GatesKeith,politics
371,,Wed Feb 13 17:34:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bjcreigh: The genius of Ted Cruz’s proposal to use El Chapo’s money to build a border wall?

El Chapo evaded authorities and escaped fr…",barbaraward235,politics
372,,Wed Feb 13 17:34:46 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Sen. Ted Cruz’s solution to border wall impasse: Make El Chapo pay for it https://t.co/4ImapXeVk3,dahmama44,politics
373,,Wed Feb 13 17:34:42 +0000 2019,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",lol build a billion dollar wall so they can tunnel through it 😂😂😂😂😂 https://t.co/5NYELJLsyN,ima_migglet,politics
374,,Wed Feb 13 17:34:41 +0000 2019,"[{'text': 'ELCHAPOAct', 'indices': [65, 76]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",We can build the wall AND have El Chapo pay for it... @tedcruz's #ELCHAPOAct is how. Stand with Ted Cruz and add yo… https://t.co/8cv5jL9aOX,FreeThi56993890,politics
375,,Mon Feb 04 21:56:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It’s happening 🤗 https://t.co/AL9q6yuBuH,AOC,politics
376,,Mon Feb 04 17:15:24 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Activist Ana Maria Archila will attend President Trump's State of the Union address as a guest of Rep. Alexandria O… https://t.co/cLZZwUMcer,ajplus,politics
377,,Mon Feb 04 17:49:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GIFT TO TRUMP: ‘There Is Going to Be a War Within the Party. We Are Going to Lean Into It.’  https://t.co/VCCnoFClG2,IngrahamAngle,politics
378,,Tue Feb 05 02:56:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Msmith1337,politics
379,,Tue Feb 05 02:56:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",CanadianPatri18,politics
380,,Tue Feb 05 02:56:51 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dcexaminer: Alexandria Ocasio-Cortez invites woman who confronted Jeff Flake in elevator to State of the Union https://t.co/BJYux4Ls8n,ImForYOUAmerica,politics
381,,Tue Feb 05 02:56:50 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @winstonCovfefe: The absolute status of House congress 😡😡😂😂
These poverty pimps, Crazy Max @RepMaxineWaters and Free loader Alexandria O…",wtpbn,politics
382,,Tue Feb 05 02:56:49 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,StephenREly,politics
383,,Tue Feb 05 02:56:39 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",Lchowe49,politics
384,,Tue Feb 05 02:56:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,kainicole,politics
385,,Tue Feb 05 02:56:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",bkgroh,politics
386,,Tue Feb 05 02:56:31 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",1776forever1812,politics
387,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",nancyredmondhu1,politics
388,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,ladyenigma,politics
389,,Tue Feb 05 02:56:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",C0DE_W4RR10R,politics
390,,Tue Feb 05 02:56:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,wmpkr,politics
391,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Cooking4Bernie,politics
392,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",debjones334,politics
393,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pupsMama7,politics
394,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I never again want to hear about how stupid Sarah Palin is. This ding-a-ling makes Sarah Palin look like Einstein,… https://t.co/4b2caEC7rH",Roadexecutive,politics
395,,Tue Feb 05 02:56:10 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @brianstelter: ""@AOC is already one of the most recognizable Democrats in the party nationally. And she's been a member of Congress for…",hsmcnp,politics
396,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pollyantics,politics
397,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,sarahohmy4,politics
398,,Tue Feb 05 02:56:08 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",WileEDude,politics
399,,Tue Feb 05 02:56:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,JeramyWainwrigh,politics
400,,Tue Feb 12 03:45:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Police estimate 10,000 to 15,000 attended Beto O’Rourke’s anti-Trump, anti-wall rally in El Paso tonight. The facil… https://t.co/YBhhdGXsBw",shannonrwatts,politics
401,,Tue Feb 12 03:55:29 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","El Paso, Texas. 

Beto O’Rourke: 15,000 people.
Donald Trump: 6,500 people. 

Women lie. 
Men lie. 
Numbers don’t.",MichaelSkolnik,politics
402,,Tue Feb 12 05:01:53 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tough day for Democrats:

Member of Congress Omar gets bipartisan backlash for horrific anti-semitism

Robert Franc… https://t.co/KiXpthsfwu",charliekirk11,politics
403,,Wed Feb 13 17:35:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",emac7363,politics
404,,Wed Feb 13 17:35:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",pada5851,politics
405,,Wed Feb 13 17:34:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TomFitton: Beto O'Rourke abused his office to try to cover-up border crisis: https://t.co/2x9lGKp6ia https://t.co/UUYgvQCtC9,124mjdri,politics
406,,Wed Feb 13 17:34:46 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",blackburn_kari,politics
407,,Wed Feb 13 17:34:40 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",KDFBikes,politics
408,,Wed Feb 13 17:34:39 +0000 2019,[],en,"<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>",Oops!😂(wants a do-over?)😂 Liberals Lynch Trump Effigy at Beto O’Rourke’s ‘Peace and Love’ Border Rally https://t.co/5qZbSGVcjb,09hamilton,politics
409,,Wed Feb 13 17:34:39 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rosedixontx: CRENSHAW vs O’ROURKE.  DAN CRENSHAW CHALLENGES BETO O’ROURKE ON HIS OPPOSITION TO THE BORDER WALL!! A live debate between…,j_priola,politics
410,,Wed Feb 13 17:34:35 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAG4All: .HYPOCRITE Anti-Wall Beto Uses Fences &amp; Barricades at El Paso Rally.
ROBERT O'Rourke uses nickname Beto to deceive voters.
Pre…",JoyOnyejekwe4,politics
411,,Wed Feb 13 17:34:35 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rosedixontx: CRENSHAW vs O’ROURKE.  DAN CRENSHAW CHALLENGES BETO O’ROURKE ON HIS OPPOSITION TO THE BORDER WALL!! A live debate between…,PatriotMike3,politics
412,,Wed Feb 13 17:34:34 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TomFitton: Beto O'Rourke abused his office to try to cover-up border crisis: https://t.co/2x9lGKp6ia https://t.co/UUYgvQCtC9,trumpy17,politics
413,,Wed Feb 13 17:34:33 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",CrimminsSherri,politics
414,,Wed Feb 13 17:34:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter Razzes Donald Jr. After He Repeats Dad's Lie Of 300 At Beto O'Rourke Rally https://t.co/hJI9Ec2DOx,dianamcintosh,politics
415,,Wed Feb 13 17:34:30 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AMHotFlash: WHILE DONALD TRUMP was spinning his lies about thugs, rapists, and high crimes at the U.S. border, BETO O'ROURKE was on the…",TammyHuntley69,politics
416,,Wed Feb 13 17:34:29 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",bswerdon,politics
417,,Wed Feb 13 17:34:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rosedixontx: CRENSHAW vs O’ROURKE.  DAN CRENSHAW CHALLENGES BETO O’ROURKE ON HIS OPPOSITION TO THE BORDER WALL!! A live debate between…,MazurikL,politics
418,,Wed Feb 13 17:34:21 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",MaryJGarciaKin2,politics
419,,Wed Feb 13 17:34:20 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @V_actually: Meanwhile, at the Beto O'Rourke rally in his home town ... 

Democrat's ""rising star"" lol https://t.co/1qz40Hdk2c",ATX_PATRIOT,politics
420,,Wed Feb 13 17:34:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @GrandmasWeb: While Beto O’Rourke gathered a crowd of thousands to celebrate American values and Congress negotiated a bi-partisan deal…,moggiekitty,politics
421,,Wed Feb 13 17:34:10 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @rosedixontx: CRENSHAW vs O’ROURKE.  DAN CRENSHAW CHALLENGES BETO O’ROURKE ON HIS OPPOSITION TO THE BORDER WALL!! A live debate between…,Carolyn31806792,politics
422,,Wed Feb 13 17:34:04 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GIJoeOPS: THE LEFT'S M.O. = LIE TO WIN!

Actual footage of Beto O'Rourke's rally that leftist MSM won't show America!

MSM will show ma…",arlefel,politics
423,,Wed Feb 13 17:33:44 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: Hilarious:

Robert Francis O’Rourke, “Beto”, the fake Hispanic who lost his senate election despite spending $70 million…",lmcdonald124,politics
424,,Wed Feb 13 17:33:41 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TomFitton: Beto O'Rourke abused his office to try to cover-up border crisis: https://t.co/2x9lGKp6ia https://t.co/UUYgvQCtC9,pizdapalace,politics
