Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
95,,Wed Feb 06 04:24:48 +0000 2019,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Man, a New and Distinct Order—All heaven took a deep and joyful interest in the creation of the world and of man. H… https://t.co/tGZDZH05D3",HealthyMannaDel,activism
96,,Wed Feb 06 04:24:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @fatalemystery: When that Air/Earth sign finally explodes 

 https://t.co/B4ufia8IKG",andreeac1409,activism
97,,Wed Feb 06 04:24:46 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @PatriotJenn: The United States is the single greatest nation on earth ❤️🇺🇸

So nice to have it reiterated by a @POTUS who TRULY loves h…",gatrbait,activism
98,,Wed Feb 06 04:24:46 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Rico_nastyy: It feels too good outside what the fuck have we done to the earth,americanfathr,activism
99,,Wed Feb 06 04:24:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @lunarstrology: air/earth signs trying to comfort their friends by being funny because they can't handle raw vulnerable emotion https://…,Legitmadrid,activism
100,,Mon Feb 04 08:10:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shout out to Conservationist @Doyin_Ogunye for convincing locals on Lagos beach not to cut up an endangered leather… https://t.co/itQJzRcEg8,walegates,activism
101,,Tue Feb 05 03:47:00 +0000 2019,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","The destruction of the National Butterfly Center may begin this week to make room for the border wall. 

There are… https://t.co/UrT15zvwPf",UberFacts,activism
102,,Mon Feb 04 21:26:28 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump's pick for Secretary of the Interior: 

- More drilling in your National Parks, even during the… https://t.co/LXsY3Whhoq",swingleft,activism
103,,Wed Feb 06 04:24:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",goddamn_BigWill,activism
104,,Wed Feb 06 04:24:34 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_LisaMCox: Latest story in our investigation of the export of rare and endangered Australian birds to Germany https://t.co/gIfrevmZJZ,MinhKular,activism
105,,Wed Feb 06 04:24:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @gabriellecj: 'Beggars belief': more endangered parrots exported from Australia https://t.co/O5HNb4Zn25,stephenburns53,activism
106,,Wed Feb 06 04:24:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_LisaMCox: Latest story in our investigation of the export of rare and endangered Australian birds to Germany https://t.co/gIfrevmZJZ,Lila33,activism
107,,Wed Feb 06 04:23:42 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBTHunting: Polar bears are being persecuted &amp; killed by trophy hunters .. even though they’re ENDANGERED :( It’s time to STOP killing…,Wulalowe,activism
108,,Wed Feb 06 04:23:40 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Vae_00: Grape-kun was patient zero. It's spreading. We're turning endangered animals into weebs. https://t.co/luTyd2FsjJ,Daxdiv,activism
109,,Wed Feb 06 04:23:34 +0000 2019,"[{'text': 'SOTU', 'indices': [58, 63]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LunaLuvgood2017: Things you won’t hear in tonight’s 

#SOTU 

Locking up brown kids and separating them from their Mother’s at the Bord…",IrishinNOLA,activism
110,,Wed Feb 06 04:23:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",savvaaannnaah,activism
111,,Wed Feb 06 04:23:26 +0000 2019,"[{'text': 'wildlife', 'indices': [85, 94]}, {'text': 'EndangeredSpecies', 'indices': [95, 113]}, {'text': 'endangered', 'indices': [114, 125]}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @iamgreenbean: India Loses 106 Leopards In 2 Months, Conservationists Sound Alarm #wildlife #EndangeredSpecies #endangered  https://t.co…",chaplinscourage,activism
112,,Wed Feb 06 04:23:22 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MikeHudema: Humans are creating the third great extinction. If we don't change our ways 99.9% of critically endangered species will be…,patriciamcnelis,activism
113,,Wed Feb 06 04:23:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Spilling_The_T: Four critically endangered animals, in a stunning animation, sing 'I Dreamed a Dream' from Les Misérables to highlight…",Kool_Kaylon,activism
114,,Wed Feb 06 04:23:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Spilling_The_T: Four critically endangered animals, in a stunning animation, sing 'I Dreamed a Dream' from Les Misérables to highlight…",mar_z17,activism
115,,Wed Feb 06 04:23:08 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",caitnwalton,activism
116,,Wed Feb 06 04:23:04 +0000 2019,"[{'text': 'endangered', 'indices': [63, 74]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Divers4Turtles: Turtle Fact: 6 of 7 sea turtle species are #endangered due to consumption of their meat, eggs or shells. Learn more: ht…",KadirMarlina,activism
117,,Wed Feb 06 04:23:01 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @thanosbot: i will protect endangered animals,ghostfaceiara,activism
118,,Wed Feb 06 04:22:58 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Peggynoonannyc Stop drinking and think again. This statement is as out of touch as Trump. Have you been in America… https://t.co/Q5jCBPlKHq,JulieAnnLily,activism
119,,Wed Feb 06 04:22:53 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Take action! Tell Your U.S. Representative and U.S. Senators to Urge U.S. Department of Interior Acting Secretary D… https://t.co/eFUXNS83qv,jr11112,activism
120,,Wed Feb 06 04:22:53 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",_xjaniece,activism
121,,Wed Feb 06 04:22:50 +0000 2019,"[{'text': 'SavingSitatunga', 'indices': [79, 95]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @wanjikumugane: This Saturday on @ntvkenya from 6:30pm the focus will be on #SavingSitatunga.
Sitatunga antelopes are endangered species…",KenyaDigital3,activism
122,,Wed Feb 06 04:22:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",xsocram12,activism
123,,Wed Feb 06 04:22:42 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@nytimes leftist journalists so concerned about children endangered by their parents decisions whether illegally on… https://t.co/LVLgg7PRkq,zimboy57,activism
124,,Wed Feb 06 04:22:35 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MikeHudema: Humans are creating the third great extinction. If we don't change our ways 99.9% of critically endangered species will be…,Medina1954Rose,activism
125,,Tue Feb 05 17:53:37 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","France's new strategy to stop importing ""unsustainable forest and agricultural products"" is just one piece of a muc… https://t.co/lvKXYnAhC4",dicapriofdn,activism
126,,Tue Feb 05 00:30:05 +0000 2019,[],en,"<a href=""https://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","""I'm here to tell companies: don't despair.""  

2020 deforestation goals aren’t (just) a failed deadline. They’re t… https://t.co/ZJaSp7Kv4i",nature_org,activism
127,,Tue Feb 05 21:15:02 +0000 2019,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Thank you @brianschatz for leading a group a senators to call on investment firms, telling them to use their invest… https://t.co/08gMKk4kuJ",foe_us,activism
128,,Wed Feb 06 04:24:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",goddamn_BigWill,activism
129,,Wed Feb 06 04:24:37 +0000 2019,"[{'text': 'stakeholders', 'indices': [36, 49]}, {'text': 'governments', 'indices': [61, 73]}, {'text': 'land', 'indices': [130, 135]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GlobalLF: How do we ensure that #stakeholders, including #governments &amp; the private sector, respect minimum standards for #land use pla…",AAlanis_67,activism
130,,Wed Feb 06 04:23:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",savvaaannnaah,activism
131,,Wed Feb 06 04:23:08 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",caitnwalton,activism
132,,Wed Feb 06 04:22:53 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",_xjaniece,activism
133,,Wed Feb 06 04:22:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",xsocram12,activism
134,,Wed Feb 06 04:22:28 +0000 2019,"[{'text': 'deforestation', 'indices': [72, 86]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Connect4Climate: Companies are building credible plans to eliminate #deforestation in their supply chains, thanks to the urgency of the…",empatikka,activism
135,,Wed Feb 06 04:22:28 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Johnniegoeshoot I don’t own the game yet, but I’ll let you know when I’m available to commence deforestation. I ju… https://t.co/kGTkT1ZN4M",kingtabiso,activism
136,,Wed Feb 06 04:22:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GreenAwakening: Indonesia—60% drop in 2017 tree cover loss in primary forests compared with 2016—difference in CO2 emissions from prima…,Sandhumanminde3,activism
137,,Wed Feb 06 04:22:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",AshleyYoungx,activism
138,,Wed Feb 06 04:22:08 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",jmbrake5,activism
139,,Wed Feb 06 04:21:53 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",LittleMrObvious,activism
140,,Wed Feb 06 04:21:34 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",maddiie_sun,activism
141,,Wed Feb 06 04:21:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dicapriofdn: France's new strategy to stop importing ""unsustainable forest and agricultural products"" is just one piece of a much bigge…",LGOCompanies,activism
142,,Wed Feb 06 04:19:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",monicalexiss,activism
143,,Wed Feb 06 04:19:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can France Help Lead E.U. Efforts to Curb Global Deforestation? - Pacific Standard https://t.co/2qf7ORKM5J,AvalexDynamics,activism
144,,Wed Feb 06 04:19:38 +0000 2019,"[{'text': 'Deforestation', 'indices': [49, 63]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Can France Help Lead E.U. Efforts to Curb Global #Deforestation? https://t.co/A05Oke80mH via @pacificstand,TampaEFL,activism
145,,Wed Feb 06 04:19:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",madisondulberg_,activism
146,,Wed Feb 06 04:19:29 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @peachxrach: animals are being abused, tortured, exploited (sexually and physically), mistreated and slaughtered.
the planet is being de…",ashliekelller,activism
147,,Wed Feb 06 04:19:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dicapriofdn: France's new strategy to stop importing ""unsustainable forest and agricultural products"" is just one piece of a much bigge…",eeadpi,activism
148,,Wed Feb 06 04:19:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",hazellottie,activism
149,,Wed Feb 06 04:18:20 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalkersWizKids: Lots of animals are endangered, but some of the most common are the Bengal Tiger, Sea Turtle, and African Wild Dog. You…",magdlenava,activism
150,,Tue Feb 05 17:12:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“The antinuclear movement didn’t emerge from environmental concerns, which is why arguments for nuclear’s environme… https://t.co/6VWsJlY3jc",ShellenbergerMD,activism
151,,Mon Feb 04 16:28:33 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Everyone knows the Earth has an overpopulation problem. 

Except. 

Maybe it doesn't. 

I spoke with @JohnIbbitson… https://t.co/hexyjx6Yi5",MeganMolteni,activism
152,,Thu Jan 31 14:38:57 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Under the vitriolic climate debate are echoes of apocalyptic overpopulation concerns that go back to Ehrlich,Vogt .… https://t.co/ykxNS3wNTC",RogerPielkeJr,activism
153,,Wed Feb 06 04:22:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jvnaidoo: @sramphaul @chilinelZA ‘S’ , your rancor is understandable and justified. This black hypocrisy is ruining this land. Add to t…",jaydee_loubser,activism
154,,Wed Feb 06 04:21:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Overpopulation is causing most of the problems we are facing. To want the population to grow more increases the pro… https://t.co/kAb5ImQnn9,jGuidoM_twit,activism
155,,Wed Feb 06 04:19:31 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@waglenikhil Expected result of overpopulation in an A.I. controlled planet.,rajatrana,activism
156,,Wed Feb 06 04:19:02 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ReadKaczynski: Globalists be like: ""Overpopulation is a myth there's still 15% of the country that hasn't been turned into a Judge Dred…",MisterSur1,activism
157,,Wed Feb 06 04:18:46 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ha! We plannin on goin to mars coz of overpopulation and extinction due to asteroids, so GOD decided to kill earth… https://t.co/NSxnWzua7f",iKONorNothing,activism
158,,Wed Feb 06 04:17:37 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ReadKaczynski: Globalists be like: ""Overpopulation is a myth there's still 15% of the country that hasn't been turned into a Judge Dred…",FolkishMovement,activism
159,,Wed Feb 06 04:16:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@h00vdaddy @tara_atrandom More insults from the man child who has no argument. Do you have any clue how expensive a… https://t.co/OQ5bCQqc7x,musicsandsports,activism
160,,Wed Feb 06 04:15:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @joshsyn: By the time the world realizes that religion, race or sex were never actually a problem, it will be too late to save it from t…",shiori2305,activism
161,,Wed Feb 06 04:13:06 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Thank you to the amazing vet partners helping us spay/neuter 400 cats with a @PetSmartChariTs grant. High fives for… https://t.co/ozVHodjVfo,BCSPCA_Kamloops,activism
162,,Wed Feb 06 04:12:22 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ElawnMosk: I’d love to introduce you to the topic of overpopulation don’t know if you’ve heard of it or not and sometimes hunting is ne…,TrevorMason117,activism
163,,Wed Feb 06 04:11:31 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@EdKrassen Right.. Becoming human by speeding the process of overpopulation and reducing money available to actual… https://t.co/XVaDcgarQb,Thegreatesbrain,activism
164,,Wed Feb 06 04:11:22 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’d love to introduce you to the topic of overpopulation don’t know if you’ve heard of it or not and sometimes hunt… https://t.co/cghzk9kxIH,ElawnMosk,activism
165,,Wed Feb 06 04:10:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Perry_Potter2: ""What we need is more people!"" -Pro Lifers in the face of environmental collapse caused by overpopulation. https://t.co/…",nickguerriero1,activism
166,,Wed Feb 06 04:10:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jvnaidoo: @sramphaul @chilinelZA ‘S’ , your rancor is understandable and justified. This black hypocrisy is ruining this land. Add to t…",chadsteyn69,activism
167,,Wed Feb 06 04:06:46 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@__belllaaa___ @ellalovesjess @Thesupercole @SavannahSoutas @avancast Yet where is your sources otherwise to someho… https://t.co/uCOz5YDtF0,michael_tarui,activism
168,,Wed Feb 06 04:05:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Flailmorpho_: weird that people who preach of overpopulation also get scared of declining birthrates,AlyCatCrybaby,activism
169,,Wed Feb 06 04:03:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Overpopulation of prisons and racial targeting by police is also real. We know what side of those issues you stand… https://t.co/D861fxerU1,Jay_kirk215,activism
170,,Wed Feb 06 04:03:01 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@__belllaaa___ @ellalovesjess @Thesupercole @SavannahSoutas @avancast Sustainability has more to do with systematic… https://t.co/ZmI8eijurR,michael_tarui,activism
171,,Wed Feb 06 04:02:51 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @logicalmel: OAC- The new Dem/Lib hero.
New Green Plan
Stop using fossil fuel - put millions out of work, on food stamps, govt. dependen…",ArmedWithGrace,activism
172,,Wed Feb 06 03:59:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@The_Devynpyle The same people who are against hunting are the same people who get upset when a deer runs out in fr… https://t.co/dkW4JoAADv,TeetocksJr,activism
173,,Wed Feb 06 03:58:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@txHogGirl @Cincicj @mybuddyrobin @Lrihendry Yes I know I sound like a liberal. I’m 50% liberal. I just don’t like… https://t.co/iOxf1rk46z,dark_vengeance0,activism
174,,Wed Feb 06 03:56:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ellalovesjess @__belllaaa___ @Thesupercole @SavannahSoutas @avancast Overpopulation isn’t real. Reallocate wealth… https://t.co/TNUmz6TOPT,michael_tarui,activism
175,,Sun Feb 03 17:46:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HomeDepot The last two times I attended the wonderful workshops, my two girls were told they would have aprons “ne… https://t.co/7JjN8sqk0R",LANfill,activism
176,,Mon Feb 04 05:21:10 +0000 2019,"[{'text': 'SolveDifferent', 'indices': [26, 41]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Learning from nature 🐝 to #SolveDifferent 
@antstudio_mo in India has created a biomimicry cooling system inspired… https://t.co/WqiEHPGXJh",UNEnvironment,activism
177,,Fri Feb 01 12:39:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My best Jeremy Hardy line, his response to being told we are all responsible for the ozone layer &amp; global warming:… https://t.co/CyM0OaRW8w",alandavies1,activism
178,,Wed Jan 30 20:16:01 +0000 2019,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",The ozone layer is healing and a full recovery is expected by year 2050-2060,WhatTheFFacts,activism
179,,Wed Feb 06 04:07:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,Mia_Tierra,activism
180,,Wed Feb 06 04:00:24 +0000 2019,"[{'text': 'climatechange', 'indices': [99, 113]}]",en,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","How does the ozone layer protect life on Earth, including our environment?
https://t.co/wwdORYyv3J
#climatechange… https://t.co/IDNiL3mtEs",GCCThinkActTank,activism
181,,Wed Feb 06 03:33:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @BisiIbidapo: @Taze_el_patron @Atis_TM @SubDeliveryZone @masanee1 @Sumieey_Bello @mickimasta @kill_headward no be only ozone layer burst…,PiusOluwasina,activism
182,,Wed Feb 06 03:29:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @putaflame666: DJ O-ZONE IS DESTROYING THE  OZONE LAYER,yasslove__,activism
183,,Wed Feb 06 03:08:46 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,frantzthesaint,activism
184,,Wed Feb 06 03:04:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,The_Statement,activism
185,,Wed Feb 06 03:03:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,aylin_x7,activism
186,,Wed Feb 06 02:59:41 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/yJsCNkUxtW Read this people and stop being court up in endless crap about climate change, what happene… https://t.co/ScxE52EDKW",RSeears,activism
187,,Wed Feb 06 02:57:34 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@the_otherjcole I’ll solute you. Get out of here. Go far away. Fly right through what is left of our ozone layer and never look back.,BreeSaysNoWay,activism
188,,Wed Feb 06 02:40:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,_aresRx,activism
189,,Wed Feb 06 02:39:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@_UnknownMale_ @Secret____t @APWestRegion @AP https://t.co/s0KJtq7I6E

https://t.co/9KHmRzWFef… https://t.co/dTTq3YzyVG",JoshyNeurotic,activism
190,,Wed Feb 06 02:37:36 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @_atanas_: Can we solve global warming? Lessons from how we protected the ozone layer  https://t.co/MaMONxO0Em,khallbooks,activism
191,,Wed Feb 06 02:37:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @De_La_Suede: Our ozone layer is deteriorating and the polar ice caps are melting but it’s okay because I can wear a hoodie today everyt…,ingxbirepeace,activism
192,,Wed Feb 06 02:34:22 +0000 2019,"[{'text': 'Duo30L20', 'indices': [68, 77]}]",en,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",The destruction of the ozone layer affects the environment.(No.238) #Duo30L20,Duo3_0,activism
